UserID,Age,Gender,SubscriptionType,WatchHoursPerWeek,DevicesUsed,FavoriteGenre,AdClicks,MonthlySpend,SubscriptionRenewed
517,63,Male,Premium,36,4,Romance,18,613,No
518,45,Male,VIP,7,1,Sci-Fi,4,727,Yes
519,30,Female,Basic,19,3,Comedy,26,214,No
520,31,Male,Premium,29,1,Romance,27,687,Yes
521,65,Female,Basic,33,3,Thriller,21,211,No
522,42,Female,VIP,21,5,Action,0,828,Yes
523,57,Female,Basic,24,5,Romance,23,353,Yes
524,64,Male,Premium,29,2,Thriller,2,495,Yes
525,65,Male,Premium,3,4,Drama,17,535,Yes
526,28,Female,Basic,22,4,Thriller,29,238,Yes
527,27,Female,VIP,4,5,Thriller,9,951,No
528,22,Female,VIP,15,2,Romance,2,958,Yes
529,44,Female,Basic,23,2,Comedy,21,283,No
530,41,Female,Basic,40,5,Sci-Fi,17,391,Yes
531,25,Female,Premium,16,5,Romance,7,420,No
532,42,Male,Premium,17,5,Thriller,9,412,No
533,50,Female,Premium,3,3,Thriller,6,564,Yes
534,24,Male,VIP,35,1,Thriller,2,807,Yes
535,61,Female,Basic,14,5,Thriller,28,388,No
536,59,Male,VIP,10,1,Sci-Fi,22,869,Yes
537,23,Male,Basic,12,3,Romance,2,346,Yes
538,34,Female,Premium,29,4,Sci-Fi,10,408,No
539,61,Male,VIP,1,5,Action,24,999,Yes
540,62,Male,Premium,33,1,Drama,25,554,Yes
541,36,Female,Premium,26,1,Sci-Fi,5,673,Yes
542,26,Female,VIP,19,2,Drama,21,891,Yes
543,53,Male,Basic,3,1,Romance,19,299,Yes
544,37,Male,VIP,23,2,Sci-Fi,28,962,Yes
545,28,Male,Basic,40,3,Comedy,3,245,Yes
546,53,Female,VIP,36,1,Drama,21,734,No
547,24,Male,VIP,38,4,Drama,11,765,Yes
548,24,Female,VIP,5,2,Drama,15,930,No
549,57,Female,VIP,38,2,Romance,18,886,No
550,45,Male,Basic,21,2,Comedy,22,388,No
551,35,Female,Basic,22,4,Sci-Fi,14,290,No
552,49,Male,Basic,39,1,Drama,27,234,Yes
553,34,Male,VIP,5,1,Romance,20,715,No
554,55,Male,Basic,36,3,Romance,28,337,No
555,59,Male,Premium,26,2,Romance,23,548,Yes
556,47,Male,Premium,24,5,Action,21,522,Yes
557,50,Male,Premium,11,2,Romance,30,689,Yes
558,65,Female,Premium,3,2,Sci-Fi,7,432,No
559,41,Male,Basic,14,5,Drama,12,319,No
560,20,Male,VIP,21,1,Thriller,30,966,No
561,65,Female,VIP,35,5,Comedy,12,893,No
562,55,Male,VIP,17,4,Comedy,16,907,No
563,40,Female,Premium,39,1,Romance,28,471,No
564,28,Male,Basic,33,3,Comedy,4,246,Yes
565,41,Male,VIP,15,4,Drama,23,758,No
566,61,Female,Premium,14,5,Comedy,20,610,Yes
567,33,Male,Basic,37,5,Comedy,4,360,Yes
568,54,Male,Basic,11,3,Comedy,16,302,Yes
569,64,Female,Basic,14,4,Romance,15,322,Yes
570,32,Female,VIP,10,5,Comedy,19,961,No
571,28,Female,Premium,39,5,Action,7,593,No
572,26,Male,Basic,13,5,Romance,21,306,Yes
573,56,Male,Basic,31,5,Romance,1,399,Yes
574,23,Female,VIP,9,5,Romance,26,700,No
575,51,Female,Premium,3,5,Sci-Fi,7,646,No
576,40,Male,Premium,9,3,Sci-Fi,24,519,Yes
577,36,Female,Premium,13,1,Thriller,23,403,Yes
578,51,Male,Premium,14,3,Sci-Fi,11,454,Yes
579,45,Female,Premium,35,4,Romance,11,541,No
580,31,Female,VIP,36,4,Comedy,11,986,No
581,34,Female,VIP,23,4,Thriller,4,760,Yes
582,46,Male,Basic,14,5,Sci-Fi,25,285,Yes
583,28,Female,VIP,1,1,Comedy,15,922,Yes
584,22,Female,Basic,24,1,Romance,1,384,No
585,43,Female,VIP,39,1,Comedy,20,953,No
586,18,Male,VIP,34,3,Comedy,1,961,Yes
587,57,Male,VIP,3,3,Comedy,20,700,Yes
588,23,Female,Premium,23,4,Sci-Fi,18,502,Yes
589,65,Male,Basic,36,3,Thriller,26,342,No
590,40,Female,Basic,39,2,Sci-Fi,29,302,Yes
591,34,Male,Premium,33,1,Romance,2,657,No
592,39,Male,VIP,17,5,Romance,8,926,No
593,54,Female,Basic,22,4,Thriller,14,349,Yes
594,48,Male,Premium,5,4,Thriller,25,512,Yes
595,38,Female,Premium,34,5,Action,22,534,Yes
596,36,Male,Premium,22,1,Romance,29,491,No
597,38,Female,Basic,37,3,Comedy,30,390,Yes
598,49,Male,Basic,16,3,Comedy,7,250,Yes
599,57,Female,Basic,7,1,Action,21,368,No
600,57,Male,VIP,3,4,Drama,19,861,No
601,54,Female,Premium,12,5,Drama,12,513,Yes
602,21,Female,Premium,35,1,Romance,11,601,Yes
603,47,Male,VIP,34,4,Drama,22,704,Yes
604,61,Male,Premium,38,1,Drama,11,532,Yes
605,53,Female,Basic,18,4,Romance,10,292,Yes
606,49,Female,Basic,27,3,Drama,27,301,No
607,46,Male,VIP,9,5,Thriller,7,751,No
608,33,Female,Premium,13,2,Thriller,4,642,Yes
609,29,Female,Premium,9,5,Romance,23,561,No
610,37,Female,VIP,37,1,Sci-Fi,3,783,Yes
611,31,Female,Premium,7,4,Thriller,10,533,No
612,41,Female,Premium,2,4,Action,11,501,Yes
613,36,Female,Premium,33,4,Thriller,14,440,No
614,57,Female,Premium,10,2,Thriller,25,572,No
615,58,Female,Basic,6,2,Drama,7,279,No
616,59,Female,VIP,18,5,Thriller,12,838,No
617,41,Female,Premium,11,2,Action,4,520,No
618,65,Male,Basic,11,4,Action,3,215,No
619,53,Male,Basic,26,5,Action,3,266,Yes
620,23,Female,Premium,15,2,Thriller,9,626,Yes
621,26,Male,Basic,3,3,Drama,27,320,No
622,52,Female,VIP,29,2,Thriller,17,790,No
623,58,Female,VIP,35,3,Drama,15,976,Yes
624,23,Female,Premium,24,4,Drama,4,555,Yes
625,18,Male,Premium,19,4,Romance,0,651,No
626,37,Male,Premium,19,5,Comedy,25,403,No
627,30,Female,VIP,28,4,Comedy,5,899,No
628,32,Female,Basic,28,2,Romance,24,355,No
629,36,Female,Premium,13,1,Comedy,4,548,Yes
630,58,Female,VIP,29,3,Thriller,19,951,Yes
631,38,Male,Basic,4,5,Action,5,225,No
632,35,Male,VIP,29,1,Comedy,2,777,Yes
633,49,Male,Premium,27,3,Sci-Fi,11,637,Yes
634,39,Male,Basic,4,3,Sci-Fi,2,338,No
635,29,Male,Premium,25,1,Action,24,527,No
636,46,Male,VIP,3,2,Sci-Fi,23,748,Yes
637,48,Female,VIP,20,3,Comedy,20,721,Yes
638,34,Female,VIP,20,2,Drama,28,726,Yes
639,25,Male,VIP,28,3,Action,5,841,Yes
640,43,Male,Basic,3,5,Thriller,15,375,Yes
641,41,Male,Basic,11,4,Action,21,357,No
642,58,Male,Basic,23,2,Thriller,17,226,Yes
643,49,Male,Premium,36,3,Sci-Fi,23,498,Yes
644,62,Female,Premium,9,3,Action,15,624,No
645,52,Female,Basic,37,2,Romance,11,281,No
646,35,Male,Basic,34,2,Sci-Fi,9,266,No
647,47,Male,VIP,33,4,Thriller,5,709,No
648,57,Male,Premium,5,5,Sci-Fi,6,668,No
649,53,Male,VIP,19,3,Sci-Fi,20,864,Yes
650,24,Male,Basic,9,2,Action,6,226,No
651,30,Male,Basic,37,4,Thriller,15,333,No
652,21,Female,Basic,39,1,Action,29,252,No
653,23,Female,VIP,4,3,Romance,23,912,No
654,63,Male,VIP,18,5,Action,23,736,No
655,22,Male,VIP,7,1,Thriller,7,972,No
656,30,Male,VIP,16,5,Thriller,30,791,No
657,65,Male,VIP,37,3,Thriller,14,918,Yes
658,28,Male,VIP,26,5,Drama,21,780,No
659,40,Female,VIP,21,3,Sci-Fi,24,920,No
660,56,Male,VIP,35,2,Sci-Fi,24,981,No
661,41,Female,Premium,26,1,Thriller,1,545,Yes
662,51,Male,Premium,1,3,Comedy,6,561,Yes
663,62,Female,VIP,33,5,Romance,29,992,Yes
664,24,Male,Premium,23,2,Comedy,8,587,Yes
665,32,Female,Premium,6,5,Sci-Fi,18,511,Yes
666,64,Female,Premium,12,4,Thriller,22,695,Yes
667,56,Female,Basic,37,4,Action,24,213,No
668,40,Female,Premium,8,2,Thriller,20,405,No
669,21,Female,VIP,3,3,Romance,18,776,No
670,50,Male,Basic,4,4,Sci-Fi,24,351,Yes
671,32,Female,Premium,26,2,Comedy,10,442,No
672,54,Male,VIP,26,3,Action,12,956,No
673,62,Male,Basic,31,5,Comedy,15,300,Yes
674,53,Male,Basic,5,3,Sci-Fi,10,374,Yes
675,25,Female,Premium,24,3,Comedy,10,576,Yes
676,37,Male,Premium,40,4,Romance,4,625,Yes
677,32,Male,VIP,24,2,Thriller,27,743,Yes
678,65,Male,Basic,40,2,Drama,0,286,Yes
679,37,Female,Premium,2,3,Comedy,23,675,Yes
680,31,Female,VIP,31,5,Thriller,4,709,No
681,55,Male,Premium,11,1,Drama,6,538,Yes
682,47,Male,Basic,25,3,Thriller,27,367,No
683,24,Male,Premium,25,2,Sci-Fi,16,450,No
684,49,Male,Basic,13,5,Sci-Fi,17,381,Yes
685,20,Male,VIP,20,3,Sci-Fi,12,780,Yes
686,40,Female,Premium,20,2,Romance,8,431,No
687,42,Male,VIP,18,2,Comedy,10,901,Yes
688,23,Female,VIP,40,2,Sci-Fi,7,993,Yes
689,45,Female,VIP,22,4,Romance,4,805,Yes
690,55,Male,Basic,20,5,Comedy,13,396,Yes
691,59,Male,Premium,5,5,Romance,30,460,Yes
692,38,Male,VIP,2,3,Sci-Fi,30,910,No
693,46,Female,Basic,13,1,Comedy,5,205,No
694,56,Male,VIP,15,2,Thriller,0,883,Yes
695,62,Female,Basic,33,5,Sci-Fi,22,365,No
696,29,Female,Premium,31,2,Comedy,6,515,Yes
697,44,Male,Premium,27,2,Thriller,21,503,Yes
698,22,Male,Premium,40,4,Thriller,10,634,Yes
699,45,Female,Basic,39,4,Thriller,10,299,Yes
700,51,Male,Premium,30,1,Comedy,16,675,No
701,65,Male,VIP,25,5,Thriller,30,725,Yes
702,36,Female,Premium,20,3,Sci-Fi,5,616,No
703,57,Male,VIP,34,2,Sci-Fi,26,931,Yes
704,64,Male,Basic,38,5,Comedy,12,304,No
705,46,Male,Basic,30,5,Thriller,28,250,No
706,23,Female,Premium,11,1,Action,3,630,No
707,23,Female,VIP,33,5,Comedy,12,981,No
708,20,Male,Premium,37,2,Comedy,27,474,Yes
709,63,Male,Premium,20,3,Thriller,24,628,No
710,58,Male,Basic,9,2,Action,19,394,No
711,18,Female,Premium,32,5,Action,19,652,Yes
712,31,Female,Premium,27,4,Action,19,403,Yes
713,53,Female,VIP,36,2,Action,5,775,Yes
714,59,Female,Basic,10,1,Thriller,18,353,No
715,39,Male,Basic,7,4,Comedy,5,371,No
716,57,Male,Premium,38,3,Action,2,553,No
717,41,Female,Basic,28,5,Action,9,319,Yes
718,25,Female,Premium,34,4,Romance,6,507,Yes
719,24,Male,Premium,39,3,Sci-Fi,19,562,No
720,51,Female,Basic,40,5,Sci-Fi,16,385,No
721,49,Male,VIP,15,3,Comedy,0,760,Yes
722,47,Male,VIP,14,5,Sci-Fi,13,723,No
723,40,Male,Basic,13,3,Drama,25,216,No
724,37,Female,Basic,8,3,Drama,12,384,Yes
725,29,Male,Premium,22,4,Sci-Fi,25,418,Yes
726,48,Male,VIP,30,5,Drama,14,911,Yes
727,51,Female,VIP,21,5,Romance,0,806,No
728,40,Male,Basic,18,1,Drama,12,359,Yes
729,54,Female,Basic,39,1,Drama,22,279,Yes
730,35,Female,Basic,32,2,Drama,14,276,Yes
731,51,Female,Basic,8,3,Action,24,250,Yes
732,46,Male,Premium,33,2,Comedy,10,647,No
733,38,Male,Basic,34,2,Comedy,23,208,No
734,42,Male,Basic,20,1,Thriller,27,351,Yes
735,39,Female,Basic,7,5,Thriller,23,278,Yes
736,54,Female,VIP,14,3,Comedy,6,846,No
737,52,Female,Premium,8,3,Comedy,5,540,Yes
738,18,Male,Basic,35,3,Romance,10,268,Yes
739,63,Female,VIP,16,2,Action,9,873,No
740,21,Male,Basic,31,1,Action,12,212,Yes
741,45,Female,Basic,39,5,Thriller,26,375,No
742,57,Female,Premium,22,2,Thriller,24,673,Yes
743,47,Male,Basic,30,1,Sci-Fi,9,374,No
744,48,Male,Basic,10,5,Drama,29,292,No
745,29,Female,Premium,30,4,Action,2,643,Yes
746,40,Female,Premium,11,3,Drama,19,694,Yes
747,50,Male,Premium,7,3,Romance,20,436,No
748,52,Female,Premium,38,4,Comedy,19,524,Yes
749,48,Female,Basic,22,2,Thriller,18,309,No
750,54,Female,VIP,16,2,Thriller,21,739,No
